ad_budget,num_leads,leads_answered,leads_not_answered,followup_1,followup_2,followup_3,followup_4,followup_5,not_closed,closed,calls_to_closed,calls_to_not_closed,customer_acquisition_cost,ltv_months,purchased,upsell,cumulative_profit,referred
5000,53,34,19,27,20,16,15,9,5,4,2,5,1250,41.0,1,1,29072.0,Yes
1500,26,13,13,10,7,5,5,4,2,2,6,3,750,8.0,1,0,2083.0,No
10000,76,48,28,38,29,24,22,15,11,4,4,4,2500,11.0,1,0,4151.0,No
2500,32,21,11,15,11,9,8,5,3,2,3,4,1250,32.0,1,1,22981.0,Yes
1500,24,15,9,12,8,7,6,5,3,2,6,4,750,7.0,1,0,1393.0,No
500,13,6,7,4,3,2,2,1,0,1,5,0,500,14.0,1,0,4198.0,No
4000,43,27,16,21,16,13,12,8,4,4,2,3,1000,37.0,1,1,26343.0,Yes
3000,39,27,12,21,16,13,12,9,5,4,2,4,750,36.0,1,1,25835.0,Yes
6000,53,34,19,27,19,15,13,9,7,2,4,4,3000,17.0,1,0,6741.0,Yes
10000,74,46,28,36,27,22,19,14,10,4,5,3,2500,10.0,1,0,3511.0,No
1000,21,11,10,9,7,5,5,4,3,1,7,5,1000,7.0,1,0,1638.0,No
6000,61,37,24,28,21,18,17,10,8,2,5,4,3000,13.0,1,0,4348.0,No
1500,25,14,11,10,8,6,5,4,3,1,3,5,1500,27.0,1,1,14868.0,No
8000,66,43,23,36,26,21,18,13,9,4,5,4,2000,7.0,1,0,2312.0,No
7000,60,38,22,32,26,20,18,13,9,4,5,2,1750,13.0,0,0,0.0,No
4000,45,30,15,24,17,14,13,10,7,3,2,3,1333,36.0,1,0,19043.0,Yes
6000,61,41,20,33,24,20,17,13,10,3,6,6,2000,5.0,1,0,1905.0,No
2000,32,15,17,10,7,6,6,4,2,2,2,5,1000,34.0,1,1,23049.0,Yes
3000,37,28,9,21,16,14,12,8,5,3,1,2,1000,37.0,0,0,0.0,No
8000,65,35,30,29,22,19,17,13,9,4,4,4,2000,15.0,1,0,4897.0,No
3000,39,25,14,20,15,12,11,8,5,3,2,3,1000,37.0,1,0,19225.0,No
2500,33,22,11,17,12,10,9,6,3,3,2,2,833,40.0,1,1,30397.0,Yes
3000,37,24,13,19,14,11,10,7,4,3,2,6,1000,42.0,1,0,22212.0,No
8000,75,49,26,41,29,26,23,17,13,4,4,4,2000,17.0,1,0,5326.0,Yes
2000,32,17,15,13,10,8,7,5,2,3,3,4,666,30.0,1,1,23638.0,Yes
1500,25,14,11,11,8,7,6,4,3,1,7,3,1500,5.0,1,0,1223.0,No
6000,54,32,22,26,20,16,14,10,7,3,4,3,2000,21.0,1,0,7896.0,No
8000,71,44,27,34,24,20,19,13,11,2,5,2,4000,13.0,1,0,5258.0,No
1000,21,10,11,7,6,4,4,3,2,1,6,5,1000,7.0,1,0,2105.0,No
2000,29,16,13,12,9,7,6,4,2,2,2,2,1000,32.0,1,1,22313.0,Yes
1500,27,15,12,11,8,7,6,5,4,1,5,6,1500,16.0,1,1,7697.0,No
2500,37,24,13,19,14,12,11,7,4,3,3,3,833,23.0,1,1,18011.0,Yes
3000,42,29,13,22,16,13,12,8,5,3,2,3,1000,42.0,0,0,0.0,No
6000,60,39,21,30,23,19,17,11,8,3,4,4,2000,20.0,1,0,7149.0,Yes
5000,54,35,19,27,19,17,14,11,7,4,2,3,1250,39.0,1,1,31646.0,Yes
4000,50,32,18,26,20,17,15,9,5,4,3,4,1000,26.0,1,1,18490.0,Yes
2500,35,24,11,19,14,11,10,7,4,3,3,3,833,30.0,1,0,15834.0,Yes
8000,68,42,26,33,25,22,20,15,11,4,4,4,2000,14.0,1,0,4554.0,No
3000,37,26,11,18,13,12,11,8,5,3,2,3,1000,37.0,1,1,27003.0,Yes
15000,103,52,51,41,30,25,22,15,9,6,4,5,2500,16.0,1,0,6146.0,No
5000,48,29,19,23,17,14,13,8,5,3,1,5,1666,34.0,1,1,27118.0,Yes
1000,20,9,11,7,5,4,4,2,1,1,5,4,1000,15.0,1,1,8175.0,Yes
5000,56,36,20,29,22,18,17,12,8,4,3,5,1250,27.0,1,1,19645.0,Yes
2000,26,14,12,10,7,6,5,4,2,2,2,4,1000,30.0,1,0,15569.0,No
5000,57,37,20,30,23,19,18,12,8,4,2,4,1250,36.0,1,1,26245.0,Yes
800,18,9,9,6,5,4,3,3,2,1,6,4,800,7.0,1,0,1825.0,No
1500,25,14,11,11,8,7,6,4,3,1,6,3,1500,7.0,1,0,2016.0,No
8000,72,45,27,35,27,22,20,13,10,3,6,3,2666,7.0,1,0,2287.0,No
2000,30,17,13,13,9,7,7,5,3,2,2,4,1000,38.0,1,0,21248.0,No
8000,75,47,28,38,26,21,19,13,9,4,6,5,2000,6.0,1,0,2725.0,No
2000,32,18,14,14,11,8,7,4,3,1,3,5,2000,32.0,1,0,16032.0,No
5000,48,33,15,24,17,13,12,8,5,3,3,5,1666,22.0,1,0,12600.0,No
5000,54,35,19,26,20,16,14,10,5,5,2,3,1000,34.0,1,1,25299.0,Yes
3000,38,27,11,20,15,13,11,8,5,3,2,5,1000,39.0,1,1,30931.0,No
2000,30,17,13,13,9,7,7,5,3,2,2,4,1000,32.0,1,1,23408.0,Yes
1500,24,12,12,9,6,5,5,3,1,2,5,4,750,11.0,1,0,2625.0,Yes
800,19,9,10,6,5,4,3,2,1,1,6,5,800,6.0,1,0,1551.0,No
2000,32,17,15,13,9,7,7,5,3,2,2,3,1000,39.0,1,0,20466.0,Yes
5000,50,35,15,27,20,17,15,11,6,5,3,4,1000,24.0,1,1,15788.0,No
12000,82,52,30,43,35,29,26,20,15,5,4,4,2400,16.0,1,0,5873.0,No
10000,78,45,33,37,26,22,20,14,9,5,5,5,2000,10.0,1,0,3414.0,No
6000,60,37,23,30,22,18,16,11,7,4,5,3,1500,11.0,1,0,3908.0,No
7000,65,35,30,26,18,15,14,10,7,3,5,4,2333,13.0,1,0,5057.0,No
5000,57,39,18,34,25,21,18,13,8,5,3,4,1000,31.0,1,1,23081.0,Yes
2000,32,17,15,13,10,8,7,6,4,2,2,3,1000,38.0,1,1,25264.0,Yes
10000,85,50,35,44,32,25,24,18,13,5,5,3,2000,13.0,1,0,4411.0,No
5000,54,34,20,28,20,16,15,10,6,4,2,3,1250,33.0,1,1,25029.0,No
4000,42,29,13,23,16,13,11,8,3,5,3,4,800,22.0,1,0,11351.0,No
1000,19,10,9,7,5,4,4,2,1,1,6,6,1000,9.0,1,0,2131.0,No
3000,41,27,14,21,16,13,11,8,4,4,2,4,750,38.0,1,0,17612.0,No
3000,38,24,14,19,15,12,10,7,4,3,3,4,1000,26.0,1,0,12564.0,No
10000,82,56,26,43,31,26,23,18,12,6,5,4,1666,9.0,1,0,3109.0,No
4000,45,29,16,23,18,15,13,9,6,3,3,4,1333,29.0,1,1,22910.0,Yes
2500,32,18,14,14,10,9,8,6,3,3,2,4,833,41.0,1,1,31384.0,No
15000,101,57,44,47,34,28,25,19,15,4,4,5,3750,15.0,1,1,8258.0,No
1000,20,9,11,7,5,4,4,3,1,2,7,4,500,9.0,1,0,2245.0,No
2500,33,23,10,18,14,11,9,6,4,2,3,4,1250,30.0,1,1,23653.0,Yes
800,17,8,9,6,4,3,3,2,1,1,6,4,800,6.0,1,0,1400.0,No
6000,55,35,20,27,20,16,14,11,9,2,5,3,3000,9.0,1,0,3778.0,No
12000,95,57,38,42,33,27,24,17,11,6,5,5,2000,12.0,1,0,4893.0,No
2000,30,15,15,11,9,7,6,5,2,3,3,4,666,27.0,1,0,14042.0,No
8000,76,45,31,39,30,25,23,15,11,4,5,5,2000,13.0,1,1,8574.0,No
2000,33,19,14,15,11,8,8,6,4,2,2,4,1000,37.0,1,1,26938.0,Yes
12000,89,54,35,45,35,27,24,19,13,6,4,5,2000,19.0,1,0,6791.0,Yes
6000,55,32,23,26,19,15,14,10,7,3,5,4,2000,13.0,1,1,7925.0,No
7000,56,33,23,27,19,16,14,10,6,4,4,3,1750,18.0,1,0,6063.0,No
500,12,6,6,4,3,2,2,1,1,0,0,5,0,6.0,0,0,0.0,No
15000,94,49,45,41,31,26,23,18,14,4,4,3,3750,19.0,1,0,5806.0,No
6000,64,40,24,31,23,19,17,11,8,3,4,5,2000,17.0,1,1,9896.0,No
2000,30,15,15,12,9,7,6,5,3,2,1,5,1000,35.0,1,1,27224.0,Yes
8000,71,50,21,39,27,23,20,16,11,5,4,5,1600,15.0,1,0,4862.0,No
2000,26,13,13,9,7,6,5,4,2,2,2,3,1000,33.0,1,0,17497.0,No
10000,74,44,30,36,28,22,19,15,11,4,5,5,2500,15.0,0,0,0.0,No
1000,21,10,11,8,6,5,4,2,1,1,7,3,1000,10.0,1,0,2560.0,No
5000,53,40,13,35,27,23,21,16,10,6,2,2,833,31.0,1,1,24187.0,Yes
4000,45,28,17,22,17,14,12,8,6,2,3,5,2000,27.0,1,0,14201.0,Yes
1000,20,11,9,8,6,5,4,3,1,2,6,4,500,8.0,1,0,1991.0,No
2000,33,20,13,15,11,10,9,6,4,2,3,5,1000,31.0,1,0,15043.0,No
500,13,6,7,4,3,3,2,1,0,1,6,0,500,5.0,1,0,1225.0,No
3000,39,24,15,18,12,9,8,6,3,3,3,4,1000,30.0,1,1,21676.0,Yes
2000,30,18,12,13,9,7,6,5,3,2,2,5,1000,37.0,1,1,26600.0,No
4000,53,34,19,25,19,16,14,10,6,4,3,4,1000,28.0,1,0,13503.0,No
2000,26,16,10,13,10,7,7,5,2,3,2,4,666,37.0,1,0,20213.0,No
2000,31,16,15,13,10,7,7,5,3,2,2,4,1000,41.0,1,0,19592.0,No
6000,58,35,23,28,21,17,14,10,7,3,5,4,2000,14.0,1,1,7332.0,No
800,18,8,10,6,5,4,4,2,2,0,0,1,0,3.0,0,0,0.0,No
10000,77,44,33,34,27,22,21,16,12,4,5,4,2500,13.0,1,0,4113.0,Yes
8000,70,45,25,37,27,22,20,14,11,3,4,5,2666,15.0,1,0,5128.0,No
5000,55,38,17,30,21,17,15,11,6,5,2,4,1000,38.0,0,0,0.0,No
4000,55,40,15,30,22,18,17,11,7,4,2,4,1000,40.0,1,0,20141.0,No
10000,84,46,38,36,26,21,19,15,11,4,4,4,2500,15.0,1,0,5293.0,No
1500,24,14,10,11,8,7,6,4,2,2,4,6,750,17.0,1,1,8110.0,Yes
1000,19,11,8,8,6,5,4,3,2,1,6,4,1000,7.0,1,0,1855.0,No
2000,29,16,13,13,9,8,7,5,4,1,2,4,2000,37.0,1,0,19515.0,Yes
7000,57,39,18,31,22,18,16,11,9,2,5,4,3500,12.0,1,0,4309.0,No
800,17,8,9,6,4,3,3,2,1,1,4,3,800,21.0,1,1,,Yes
4000,48,30,18,23,18,14,12,8,4,4,3,4,1000,30.0,1,1,23092.0,Yes
20000,112,60,52,47,35,27,24,17,11,6,6,4,3333,4.0,1,0,1732.0,No
8000,74,48,26,37,27,22,20,15,11,4,5,2,2000,9.0,1,0,3247.0,No
3000,40,25,15,20,15,11,10,6,3,3,3,3,1000,27.0,1,1,19305.0,No
800,16,7,9,5,4,3,3,2,1,1,6,5,800,5.0,1,0,1532.0,No
8000,69,44,25,35,25,21,18,12,8,4,5,4,2000,12.0,1,0,4850.0,No
4000,50,34,16,27,20,17,15,10,6,4,2,2,1000,39.0,1,0,21557.0,No
1000,21,10,11,7,5,4,3,2,2,0,0,6,0,8.0,0,0,0.0,No
1000,20,10,10,8,6,5,4,3,3,0,0,3,0,,0,0,0.0,No
10000,79,50,29,38,30,26,23,16,11,5,5,4,2000,12.0,1,0,3740.0,No
5000,53,35,18,27,20,17,15,11,6,5,2,5,1000,34.0,1,1,23341.0,No
8000,68,42,26,34,23,19,17,12,9,3,4,3,2666,19.0,1,0,6703.0,No
10000,70,40,30,31,23,19,17,11,8,3,5,2,3333,14.0,1,0,5603.0,No
4000,52,38,14,31,22,19,17,11,7,4,3,4,1000,26.0,1,1,19714.0,Yes
3000,39,25,14,19,14,11,10,7,5,2,2,5,1500,32.0,1,0,16697.0,Yes
2500,35,25,10,19,14,11,10,7,4,3,3,4,833,27.0,1,1,21003.0,Yes
2000,30,17,13,13,10,8,8,5,3,2,3,4,1000,26.0,1,1,19883.0,No
2500,33,22,11,17,13,10,9,6,3,3,1,3,833,34.0,1,1,23467.0,No
7000,64,38,26,29,24,20,17,11,7,4,5,3,1750,10.0,1,0,3291.0,No
4000,41,26,15,19,15,12,11,8,4,4,1,4,1000,34.0,1,1,24787.0,Yes
10000,91,50,41,38,29,24,22,15,12,3,5,5,3333,11.0,1,0,3019.0,No
3000,36,22,14,17,12,10,8,6,4,2,3,4,1500,26.0,1,1,19183.0,Yes
4000,43,28,15,23,17,14,12,8,5,3,2,5,1333,30.0,1,1,22342.0,Yes
5000,51,35,16,25,19,15,14,9,5,4,1,6,1250,38.0,1,1,30094.0,Yes
4000,49,35,14,29,22,18,16,11,5,6,2,5,666,30.0,1,1,21829.0,Yes
5000,53,35,18,27,19,15,14,9,5,4,1,2,1250,32.0,1,1,24081.0,Yes
2000,28,15,13,11,8,6,5,4,3,1,2,4,2000,38.0,1,0,18152.0,No
3000,41,25,16,20,14,11,9,6,3,3,3,5,1000,32.0,1,1,23466.0,Yes
1000,21,10,11,8,5,4,4,3,2,1,6,4,1000,6.0,1,1,2926.0,No
2500,36,26,10,20,16,14,12,8,5,3,2,2,833,37.0,1,1,27894.0,Yes
3000,40,29,11,22,16,13,12,8,4,4,2,3,750,32.0,1,0,17186.0,No
5000,60,42,18,34,23,19,16,10,5,5,2,2,1000,38.0,1,1,27668.0,Yes
15000,115,66,49,53,38,30,27,21,12,9,4,4,1666,18.0,1,0,6481.0,No
4000,44,32,12,27,22,17,15,11,6,5,2,3,800,37.0,1,1,27149.0,Yes
6000,64,40,24,29,22,18,16,10,7,3,5,4,2000,10.0,1,0,3569.0,No
3000,39,27,12,22,16,13,11,8,5,3,1,5,1000,38.0,1,1,26468.0,Yes
5000,54,36,18,28,21,17,15,10,5,5,3,3,1000,28.0,1,0,15461.0,Yes
1000,18,8,10,6,5,4,4,2,1,1,7,3,1000,9.0,1,0,2544.0,No
2000,30,16,14,12,9,8,7,5,3,2,2,3,1000,37.0,1,1,26578.0,Yes
2500,33,22,11,17,13,10,9,6,4,2,2,5,1250,40.0,1,0,20886.0,No
3000,40,27,13,20,15,12,11,8,5,3,3,5,1000,28.0,1,1,22975.0,Yes
800,18,10,8,7,6,4,4,3,2,1,7,4,800,6.0,1,0,1589.0,No
1500,22,12,10,9,7,5,5,3,3,0,0,4,0,3.0,0,0,0.0,No
2000,30,18,12,14,10,8,7,5,2,3,2,3,666,38.0,1,0,19500.0,No
15000,109,58,51,44,34,26,24,16,12,4,5,4,3750,10.0,1,0,3958.0,No
2000,30,17,13,13,10,8,7,4,3,1,3,3,2000,33.0,1,0,17615.0,No
3000,40,25,15,19,15,13,11,8,5,3,3,4,1000,22.0,1,1,16759.0,Yes
1500,26,14,12,10,7,6,5,3,2,1,6,4,1500,8.0,1,0,1826.0,No
4000,47,32,15,24,20,16,14,11,6,5,3,3,800,28.0,1,1,21959.0,Yes
2000,30,17,13,13,10,8,7,5,3,2,2,4,1000,32.0,1,0,17566.0,Yes
1500,23,14,9,11,8,6,5,3,1,2,6,5,750,7.0,1,1,3265.0,No
3000,36,24,12,19,14,11,10,7,3,4,3,6,750,30.0,1,1,21373.0,No
500,13,6,7,5,3,3,2,2,1,1,6,5,500,6.0,1,0,1332.0,Yes
500,13,7,6,5,3,3,2,1,0,1,6,0,500,6.0,1,0,1664.0,No
1500,25,14,11,11,9,7,6,4,2,2,7,4,750,10.0,1,0,2688.0,No
800,17,9,8,7,5,4,4,3,2,1,6,6,800,4.0,1,0,1054.0,No
1000,19,9,10,7,6,5,4,3,2,1,4,4,1000,20.0,1,0,5036.0,No
2000,32,19,13,15,12,10,9,6,4,2,3,4,1000,24.0,1,1,18566.0,Yes
7000,63,41,22,33,25,20,18,14,11,3,5,4,2333,9.0,1,0,3453.0,No
4000,42,28,14,22,18,15,13,9,5,4,3,4,1000,33.0,1,0,16961.0,Yes
3000,40,23,17,17,12,9,8,6,3,3,2,4,1000,42.0,0,0,0.0,No
2000,30,17,13,13,10,8,7,5,3,2,2,3,1000,37.0,1,1,27091.0,Yes
12000,89,53,36,41,32,27,25,17,12,5,3,5,2400,22.0,1,0,8194.0,No
2500,38,26,12,21,14,11,9,7,4,3,2,3,833,35.0,1,0,15325.0,No
1000,20,10,10,7,6,5,4,3,2,1,4,5,1000,16.0,1,0,4234.0,No
4000,47,28,19,21,16,13,11,8,4,4,2,5,1000,38.0,1,0,21075.0,No
1000,18,8,10,6,5,4,3,2,1,1,6,5,1000,4.0,1,0,938.0,No
2500,34,23,11,17,12,10,8,6,3,3,3,3,833,30.0,1,1,23117.0,Yes
3000,40,27,13,21,15,12,11,7,4,3,2,3,1000,38.0,0,0,0.0,No
10000,72,48,24,40,29,24,22,15,10,5,5,5,2000,10.0,1,0,3411.0,Yes
3000,39,26,13,21,16,13,12,8,3,5,3,3,600,31.0,1,1,23257.0,Yes
5000,53,36,17,28,20,17,14,11,7,4,3,3,1250,27.0,1,1,19502.0,Yes
20000,122,67,55,53,40,31,28,22,14,8,5,4,2500,11.0,0,0,0.0,No
1500,27,14,13,11,8,6,5,3,3,0,0,4,0,14.0,0,0,0.0,No
2000,31,15,16,11,8,6,6,4,3,1,2,4,2000,39.0,1,1,32232.0,Yes
2500,38,26,12,20,15,13,12,8,5,3,3,5,833,28.0,1,1,20145.0,No
2500,32,21,11,16,12,10,9,6,3,3,3,5,833,30.0,1,1,22225.0,Yes
2500,35,22,13,17,13,10,9,7,3,4,2,4,625,37.0,1,0,19505.0,No
10000,80,44,36,36,27,21,19,14,9,5,5,4,2000,15.0,1,0,5437.0,No
6000,55,35,20,28,22,18,16,11,8,3,4,4,2000,16.0,1,1,9911.0,Yes
4000,49,32,17,26,20,17,15,12,7,5,2,4,800,29.0,1,1,21929.0,Yes
2000,34,20,14,15,10,8,7,5,3,2,2,3,1000,34.0,1,0,18215.0,Yes
8000,70,48,22,37,28,23,20,14,9,5,5,5,1600,13.0,1,0,5482.0,No
15000,105,48,57,37,27,22,19,14,10,4,5,5,3750,12.0,1,0,4394.0,No
8000,70,41,29,31,24,21,19,13,9,4,5,5,2000,16.0,1,1,8738.0,No
500,12,5,7,4,3,3,2,1,0,1,6,0,500,8.0,1,0,2010.0,No
5000,47,34,13,26,20,17,16,11,7,4,2,3,1250,36.0,1,1,29377.0,Yes
800,16,6,10,5,3,3,2,2,2,0,0,3,0,1.0,0,0,0.0,No
2000,28,18,10,14,11,8,7,5,3,2,2,5,1000,41.0,1,1,31382.0,Yes
800,19,9,10,7,5,4,3,2,2,0,0,4,0,1.0,0,0,0.0,No
4000,46,31,15,24,18,13,12,8,5,3,2,4,1333,34.0,1,1,22992.0,Yes
5000,51,34,17,26,18,15,13,9,5,4,2,4,1250,36.0,1,1,27838.0,No
1000,21,10,11,7,5,4,3,2,1,1,8,4,1000,8.0,1,0,2088.0,Yes
2500,32,23,9,18,15,13,11,8,5,3,2,5,833,34.0,1,1,23737.0,Yes
3000,37,23,14,17,12,10,9,7,4,3,2,4,1000,40.0,1,1,30651.0,Yes
2500,35,24,11,19,15,12,11,8,5,3,2,2,833,35.0,1,1,26205.0,Yes
1000,21,10,11,8,6,5,4,3,2,1,6,5,1000,8.0,1,0,1956.0,No
2500,36,23,13,19,14,12,10,7,4,3,2,5,833,40.0,1,1,29437.0,No
6000,60,43,17,34,23,19,17,12,8,4,5,3,1500,11.0,1,0,4595.0,No
1000,20,10,10,7,5,4,3,2,1,1,7,3,1000,6.0,0,0,0.0,No
1000,20,10,10,7,6,5,4,3,1,2,7,5,500,5.0,1,0,1437.0,Yes
2500,35,25,10,20,15,12,11,7,3,4,1,5,625,35.0,1,1,24115.0,Yes
12000,84,41,43,32,24,21,19,14,11,3,4,1,4000,15.0,1,1,7707.0,Yes
5000,53,39,14,28,20,16,15,10,7,3,2,4,1666,34.0,1,1,24249.0,No
5000,49,28,21,22,16,12,11,8,4,4,3,4,1250,33.0,1,1,22999.0,Yes
2500,35,22,13,17,13,11,10,7,4,3,2,4,833,39.0,1,1,30480.0,Yes
4000,45,29,16,22,17,14,13,9,4,5,3,4,800,27.0,1,0,,No
500,15,7,8,5,4,3,2,2,2,0,0,3,0,1.0,0,0,0.0,No
5000,52,35,17,28,20,16,15,10,6,4,2,5,1250,38.0,1,1,27850.0,Yes
12000,82,44,38,34,25,20,18,12,8,4,5,3,3000,14.0,1,1,8269.0,No
4000,46,31,15,25,19,16,15,11,5,6,2,5,666,34.0,1,0,17071.0,No
10000,82,47,35,36,26,22,19,14,11,3,5,5,3333,12.0,1,0,4266.0,No
6000,65,36,29,28,21,17,15,11,7,4,5,3,1500,11.0,1,1,6594.0,No
1000,19,10,9,7,5,4,4,3,3,0,0,3,0,4.0,0,0,0.0,No
10000,72,46,26,37,25,21,20,16,11,5,4,4,2000,16.0,1,1,9505.0,No
800,18,10,8,8,6,5,4,3,3,0,0,6,0,12.0,0,0,0.0,No
3000,35,22,13,16,12,9,8,6,3,3,3,3,1000,30.0,1,1,23840.0,Yes
1500,25,15,10,12,9,7,6,4,3,1,5,4,1500,17.0,1,1,8461.0,Yes
500,13,6,7,4,3,3,2,1,1,0,0,4,0,14.0,0,0,0.0,No
2500,34,24,10,19,14,11,10,7,4,3,2,5,833,38.0,1,0,19635.0,No
2000,31,19,12,14,11,9,8,6,4,2,3,5,1000,29.0,1,1,18850.0,Yes
3000,37,25,12,20,13,11,10,8,4,4,4,4,750,23.0,1,0,12176.0,No
4000,45,29,16,23,17,14,13,9,4,5,2,4,800,36.0,1,1,24722.0,Yes
800,17,9,8,6,5,4,3,2,1,1,5,4,800,11.0,0,0,0.0,No
1000,20,10,10,7,6,5,4,3,1,2,5,1,500,18.0,1,1,7898.0,No
4000,46,30,16,24,18,14,13,9,5,4,2,6,1000,36.0,1,1,25754.0,Yes
2500,35,21,14,15,11,9,8,6,3,3,2,4,833,41.0,1,1,29396.0,Yes
6000,62,37,25,29,22,19,18,14,9,5,4,4,1200,19.0,1,0,7430.0,No
5000,54,39,15,32,26,21,19,14,9,5,2,6,1000,40.0,1,1,27954.0,Yes
8000,72,47,25,37,27,24,22,16,11,5,5,3,1600,13.0,1,1,6958.0,No
5000,47,29,18,23,17,14,13,9,6,3,1,6,1666,38.0,1,0,20641.0,No
2500,35,22,13,17,12,11,9,7,3,4,3,5,625,28.0,1,1,21244.0,Yes
5000,54,39,15,31,21,17,16,11,6,5,3,4,1000,28.0,1,1,20023.0,Yes
2000,31,16,15,12,9,7,6,4,2,2,2,5,1000,35.0,0,0,0.0,No
2000,29,17,12,14,10,8,8,5,3,2,2,3,1000,42.0,1,0,20903.0,No
7000,62,36,26,27,21,16,14,10,6,4,4,2,1750,17.0,1,0,,Yes
3000,37,27,10,22,16,13,12,9,6,3,2,3,1000,37.0,1,1,23303.0,Yes
7000,66,38,28,31,23,19,17,11,7,4,4,5,1750,17.0,1,1,10195.0,Yes
8000,74,49,25,38,29,25,22,15,11,4,4,3,2000,17.0,1,1,9782.0,Yes
8000,68,42,26,31,22,16,15,10,7,3,4,2,2666,17.0,1,1,9887.0,No
12000,94,52,42,42,31,24,21,15,10,5,5,4,2400,11.0,0,0,0.0,No
2500,35,21,14,16,12,9,8,6,4,2,2,5,1250,38.0,1,1,26086.0,Yes
2000,30,14,16,10,8,6,6,4,2,2,3,4,1000,25.0,1,1,18258.0,Yes
4000,45,30,15,23,17,14,13,10,6,4,2,5,1000,37.0,1,0,19257.0,No
2500,36,24,12,19,15,13,12,9,5,4,3,5,625,26.0,1,0,15501.0,Yes
4000,47,29,18,24,17,14,12,9,5,4,3,5,1000,31.0,1,1,22272.0,Yes
5000,60,38,22,32,24,20,17,13,8,5,3,4,1000,26.0,0,0,0.0,No
5000,50,35,15,28,21,17,16,12,6,6,3,3,833,28.0,1,0,14696.0,No
2500,36,25,11,19,14,11,10,7,4,3,2,5,833,35.0,1,0,18050.0,Yes
1500,24,13,11,10,8,6,5,4,3,1,5,4,1500,16.0,1,1,7764.0,No
2500,33,23,10,17,13,11,10,6,3,3,2,3,833,34.0,1,1,24144.0,Yes
1500,25,13,12,10,8,6,5,3,2,1,6,5,1500,8.0,1,0,1944.0,No
10000,81,49,32,39,30,26,23,18,13,5,6,4,2000,3.0,1,0,836.0,No
2500,41,30,11,23,17,14,13,9,5,4,2,5,625,34.0,1,1,23959.0,Yes
1500,25,14,11,11,8,7,6,4,2,2,7,4,750,5.0,1,0,1092.0,No
500,12,6,6,4,3,3,2,2,2,0,0,5,0,8.0,0,0,0.0,No
5000,53,40,13,32,23,19,17,13,8,5,3,2,1000,29.0,1,0,15650.0,No
5000,46,28,18,21,16,13,12,9,5,4,2,6,1250,34.0,1,1,24848.0,No
2500,34,24,10,19,14,11,10,7,4,3,2,2,833,39.0,1,0,20502.0,No
1000,20,11,9,8,6,5,4,3,3,0,0,3,0,10.0,0,0,0.0,No
2500,36,24,12,18,13,11,10,7,4,3,2,4,833,36.0,1,1,27487.0,No
2000,32,19,13,14,10,8,7,5,2,3,3,3,666,27.0,1,1,20898.0,Yes
5000,51,32,19,26,19,15,14,10,6,4,3,4,1250,28.0,1,1,21421.0,Yes
4000,45,29,16,23,18,16,14,10,6,4,3,3,1000,29.0,1,1,22148.0,Yes
2500,33,22,11,17,12,10,9,6,3,3,3,3,833,25.0,1,1,18585.0,No
1500,24,14,10,11,7,6,5,4,3,1,6,4,1500,7.0,1,0,2218.0,No
20000,124,73,51,52,40,33,30,21,14,7,5,4,2857,14.0,1,1,8621.0,No
3000,36,26,10,20,15,12,11,7,4,3,2,5,1000,35.0,1,1,23762.0,Yes
5000,51,34,17,29,22,19,18,13,8,5,2,4,1000,38.0,0,0,0.0,No
1500,24,15,9,12,9,7,7,5,3,2,7,4,750,10.0,1,0,2345.0,Yes
3000,40,26,14,22,17,14,13,9,5,4,2,5,750,33.0,1,1,24413.0,No
500,14,7,7,5,4,3,3,2,1,1,5,2,500,13.0,1,1,6198.0,No
3000,35,24,11,20,15,12,11,7,4,3,1,1,1000,34.0,1,1,28849.0,Yes
15000,91,51,40,42,32,25,23,17,12,5,4,2,3000,16.0,1,0,5799.0,No
2500,34,23,11,19,15,11,10,7,5,2,3,4,1250,32.0,1,1,23397.0,Yes
800,17,7,10,5,4,3,2,2,2,0,0,4,0,1.0,0,0,0.0,No
800,17,7,10,5,4,3,3,2,1,1,6,1,800,6.0,1,1,2868.0,No
2500,34,23,11,18,13,11,10,7,4,3,2,4,833,34.0,1,1,25641.0,Yes
1500,25,12,13,9,7,5,4,3,2,1,7,4,1500,8.0,1,0,2005.0,No
500,13,6,7,5,3,2,2,1,0,1,7,0,500,7.0,1,0,1953.0,No
6000,62,40,22,31,22,18,17,12,8,4,5,2,1500,12.0,1,0,4079.0,No
3000,34,23,11,17,12,10,9,6,3,3,3,7,1000,28.0,1,1,20444.0,Yes
2000,29,15,14,11,9,7,6,4,2,2,2,4,1000,39.0,1,0,20680.0,No
10000,81,54,27,43,32,25,22,18,12,6,5,3,1666,11.0,1,1,6107.0,No
1000,19,11,8,9,6,5,5,3,2,1,5,4,1000,14.0,1,0,3760.0,No
15000,113,62,51,51,39,29,26,19,12,7,5,5,2142,15.0,1,0,5085.0,No
2000,29,17,12,13,9,7,6,4,2,2,3,3,1000,35.0,1,1,26397.0,Yes
10000,80,50,30,38,30,23,20,16,12,4,4,3,2500,12.0,1,0,4709.0,No
4000,47,32,15,25,19,16,14,10,6,4,2,4,1000,39.0,1,0,19648.0,Yes
8000,67,41,26,31,23,18,16,11,7,4,4,4,2000,18.0,1,0,7810.0,Yes
